Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Mayo University Hospital,Mayo,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.8,4.9,18.7,18.7,13.8,4.9,18.7,97,34,127,4886,1735,3671,9,7,2,1,7.3,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,1,3,3,2,1,3,14,7,22,708,354,1429,0,17,0,0,1.5,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,5.6,2.7,8.3,8.3,5.6,2.7,8.3,39,19,61,1983,956,1179,4,2,1,0,4.5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.8,2.2,7,7,4.8,2.2,7,34,15,48,1699,779,1655,4,3,0,0,5.3,Amber,No breach,TRUE
Naas General Hospital,Kildare,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,10.1,3.8,13.9,13.9,10.1,3.8,13.9,71,27,93,3576,1345,1161,3,9,2,0,7.8,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.4,0.9,3.3,3.3,2.4,0.9,3.3,17,6,23,850,319,758,0,9,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.2,0.5,1.7,1.7,1.2,0.5,1.7,8,4,12,425,177,389,0,2,1,0,0.9,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.2,1.8,6,6,4.2,1.8,6,29,13,42,1487,637,1594,1,9,0,0,3.7,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,8,3.8,11.8,11.8,8,3.8,11.8,56,27,85,2832,1345,2927,11,26,2,1,4.2,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.6,4.3,12.9,12.9,8.6,4.3,12.9,60,30,89,3045,1522,4518,0,1,2,1,1.9,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,5.8,3,8.8,8.8,5.8,3,8.8,41,21,63,2053,1062,3715,2,2,1,0,4.7,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,30.7,13.1,43.8,43.8,30.7,13.1,43.8,215,92,309,10869,4638,3288,54,25,13,3,8.4,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.4,1.2,4.6,4.6,3.4,1.2,4.6,24,8,33,1204,425,67,0,9,0,0,1.2,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,6,212,71,315,0,0,3,1,0.8,Green,Low breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.1,2.7,8.8,8.8,6.1,2.7,8.8,43,19,64,2160,956,7627,7,10,1,0,4.3,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.6,2.5,9.1,9.1,6.6,2.5,9.1,46,18,63,2337,885,403,0,14,0,0,3.3,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,39.6,17.2,56.8,56.8,39.6,17.2,56.8,277,120,413,14020,6090,496,35,20,18,5,10.9,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/23/2023,2023,6,Friday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.8,2.7,2.7,1.9,0.8,2.7,13,6,19,673,283,1643,0,6,0,0,1.2,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.6,1.1,3.7,3.7,2.6,1.1,3.7,18,8,27,921,389,380,4,8,1,0,8,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,5.5,2.5,8,8,5.5,2.5,8,38,18,56,1947,885,1292,0,20,0,0,1.1,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,3.8,1.9,5.7,5.7,3.8,1.9,5.7,27,13,38,1345,673,3629,0,3,0,0,2.5,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,2.4,1.2,3.6,3.6,2.4,1.2,3.6,17,8,26,850,425,1285,0,3,0,0,1.2,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,20.1,6.8,26.9,26.9,20.1,6.8,26.9,141,48,191,7116,2408,486,9,31,2,1,4.1,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,2.3,1.1,3.4,3.4,2.3,1.1,3.4,16,8,23,814,389,4310,2,4,0,0,6.8,Amber,No breach,TRUE
Galway University Hospitals,Galway,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,14.1,5.2,19.3,19.3,14.1,5.2,19.3,99,36,136,4992,1841,1883,0,26,0,0,2.9,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,3.1,1.1,4.2,4.2,3.1,1.1,4.2,22,8,29,1098,389,526,0,33,0,0,1.2,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,12.7,5.1,17.8,17.8,12.7,5.1,17.8,89,36,121,4496,1806,1863,0,17,0,0,2.6,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,10.4,4.1,14.5,14.5,10.4,4.1,14.5,73,29,106,3682,1452,3738,6,6,1,0,5.7,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.6,0.8,2.4,2.4,1.6,0.8,2.4,11,6,16,566,283,1435,1,17,1,0,1.2,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,5.4,1.9,7.3,7.3,5.4,1.9,7.3,38,13,51,1912,673,1169,6,2,1,0,4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,3.8,1.7,5.5,5.5,3.8,1.7,5.5,27,12,40,1345,602,1613,5,2,1,0,4.1,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,6.9,3.4,10.3,10.3,6.9,3.4,10.3,48,24,76,2443,1204,1186,5,8,0,0,5.8,Amber,No breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,1.9,1,2.9,2.9,1.9,1,2.9,13,7,21,673,354,772,0,10,0,0,0.7,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,0.9,0.4,1.3,1.3,0.9,0.4,1.3,6,3,10,319,142,383,0,0,0,0,0.7,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,3.6,1.7,5.3,5.3,3.6,1.7,5.3,25,12,39,1275,602,1540,0,9,0,0,3.3,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,6.9,2.5,9.4,9.4,6.9,2.5,9.4,48,18,68,2443,885,2833,0,26,1,0,3.3,Green,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,8,2.7,10.7,10.7,8,2.7,10.7,56,19,78,2832,956,4494,0,1,1,0,1.6,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,5.4,2.6,8,8,5.4,2.6,8,38,18,57,1912,921,3907,5,2,1,0,4.3,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,21.7,9.8,31.5,31.5,21.7,9.8,31.5,152,69,211,7683,3470,3147,8,22,3,1,6,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,2.5,1.1,3.6,3.6,2.5,1.1,3.6,18,8,24,885,389,67,0,9,0,0,0.9,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.5,0.2,0.7,0.7,0.5,0.2,0.7,4,1,5,177,71,328,0,5,0,0,0.7,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,4.3,1.5,5.8,5.8,4.3,1.5,5.8,30,10,39,1522,531,7455,0,8,1,0,2.8,Green,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,5.2,1.8,7,7,5.2,1.8,7,36,13,47,1841,637,396,0,14,1,0,2.6,Green,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,25.7,13.8,39.5,39.5,25.7,13.8,39.5,180,97,276,9099,4886,501,17,17,3,1,7.6,Amber,Low breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/24/2023,2023,6,Saturday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.4,0.6,2,2,1.4,0.6,2,10,4,14,496,212,1581,0,6,0,0,0.9,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,46,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,26,885,425,380,3,8,1,0,8,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,718,6.2,2.2,8.4,8.4,6.2,2.2,8.4,43,15,61,2195,779,1236,0,20,0,0,1.2,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,231,3.8,1.5,5.3,5.3,3.8,1.5,5.3,27,10,37,1345,531,3659,0,2,0,0,2.3,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,303,2.6,1.3,3.9,3.9,2.6,1.3,3.9,18,9,28,921,460,1276,1,4,1,0,1.3,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,664,23.5,8.2,31.7,31.7,23.5,8.2,31.7,164,57,228,8320,2903,464,12,37,3,1,4.8,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,50,2.6,1.3,3.9,3.9,2.6,1.3,3.9,18,9,27,921,460,4441,1,5,0,0,7.8,Amber,No breach,TRUE
Galway University Hospitals,Galway,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,663,13,5.7,18.7,18.7,13,5.7,18.7,91,40,130,4603,2018,1875,1,25,0,0,2.8,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,350,2.7,1.4,4.1,4.1,2.7,1.4,4.1,19,10,28,956,496,522,0,31,2,0,1.2,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,678,9.2,4.7,13.9,13.9,9.2,4.7,13.9,64,33,100,3257,1664,1875,0,13,0,0,2.1,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,255,11.9,4.9,16.8,16.8,11.9,4.9,16.8,83,34,118,4213,1735,3744,8,7,2,1,6.6,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,198,1.4,0.5,1.9,1.9,1.4,0.5,1.9,10,4,13,496,177,1434,0,13,0,0,1,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,5.2,2.3,7.5,7.5,5.2,2.3,7.5,36,16,52,1841,814,1172,6,2,0,0,4.1,Amber,No breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,133,3.9,1.6,5.5,5.5,3.9,1.6,5.5,27,11,38,1381,566,1640,2,3,1,0,4.1,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,178,7.7,3,10.7,10.7,7.7,3,10.7,54,21,75,2726,1062,1153,5,8,1,0,6,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,2.2,0.9,3.1,3.1,2.2,0.9,3.1,15,6,21,779,319,761,0,10,0,0,0.7,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,1.1,0.4,1.5,1.5,1.1,0.4,1.5,8,3,10,389,142,388,0,1,0,0,0.8,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,3.3,1.6,4.9,4.9,3.3,1.6,4.9,23,11,36,1168,566,1528,0,9,0,0,3,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,5.4,2.2,7.6,7.6,5.4,2.2,7.6,38,15,53,1912,779,2833,0,21,0,0,2.7,Green,No breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,6.5,3,9.5,9.5,6.5,3,9.5,46,21,65,2301,1062,4485,0,2,0,0,1.4,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,6,3.2,9.2,9.2,6,3.2,9.2,42,22,63,2124,1133,3816,4,4,1,0,4.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,21.8,11.2,33,33,21.8,11.2,33,153,78,228,7718,3965,3181,19,23,4,1,6.3,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,2.2,1.1,3.3,3.3,2.2,1.1,3.3,15,8,22,779,389,70,1,8,0,0,0.8,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.4,0.2,0.6,0.6,0.4,0.2,0.6,3,1,4,142,71,328,0,1,2,1,0.6,Green,Low breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,3.4,1.6,5,5,3.4,1.6,5,24,11,36,1204,566,7485,1,7,0,0,2.4,Green,No breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,4.9,2.4,7.3,7.3,4.9,2.4,7.3,34,17,52,1735,850,410,2,14,1,0,2.7,Green,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,27.7,13.1,40.8,40.8,27.7,13.1,40.8,194,92,277,9807,4638,515,10,17,3,1,7.9,Amber,Low breach,TRUE
Wexford General Hospital,Wexford,synthetic,6/25/2023,2023,6,Sunday,Summer,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.5,0.6,2.1,2.1,1.5,0.6,2.1,10,4,15,531,212,1626,0,6,2,1,0.9,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.8,1.5,5.3,5.3,3.8,1.5,5.3,27,10,38,1345,531,375,3,9,1,0,11.5,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,8.6,3.9,12.5,12.5,8.6,3.9,12.5,60,27,90,3045,1381,1301,0,23,0,0,1.7,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.2,1.8,7,7,5.2,1.8,7,36,13,49,1841,637,3728,1,2,0,0,3,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,2.9,1.5,4.4,4.4,2.9,1.5,4.4,20,10,31,1027,531,1281,0,3,0,0,1.5,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,30.7,11.3,42,42,30.7,11.3,42,215,79,297,10869,4001,471,8,36,7,2,6.3,Amber,Moderate breach,TRUE
Ennis Hospital,Clare,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.6,1.5,5.1,5.1,3.6,1.5,5.1,25,10,34,1275,531,4383,3,5,1,0,10.2,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,20.6,7.4,28,28,20.6,7.4,28,144,52,195,7293,2620,1891,8,28,4,1,4.2,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.6,1.7,5.3,5.3,3.6,1.7,5.3,25,12,36,1275,602,525,0,30,0,0,1.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,12.7,6,18.7,18.7,12.7,6,18.7,89,42,131,4496,2124,1836,0,13,0,0,2.8,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,15.9,6.7,22.6,22.6,15.9,6.7,22.6,111,47,154,5629,2372,3638,22,7,7,2,8.9,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,1,3,3,2,1,3,14,7,22,708,354,1440,0,15,0,0,1.5,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.3,2.3,8.6,8.6,6.3,2.3,8.6,44,16,58,2231,814,1190,4,2,0,0,4.7,Amber,No breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5.5,2.1,7.6,7.6,5.5,2.1,7.6,38,15,55,1947,744,1588,5,3,1,0,5.7,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,12.2,4.2,16.4,16.4,12.2,4.2,16.4,85,29,119,4319,1487,1204,14,9,6,1,9.2,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.6,1.3,3.9,3.9,2.6,1.3,3.9,18,9,27,921,460,763,0,10,0,0,0.9,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.5,0.5,2,2,1.5,0.5,2,10,4,13,531,177,376,0,3,0,0,1.1,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.9,2.4,7.3,7.3,4.9,2.4,7.3,34,17,53,1735,850,1562,4,9,1,0,4.5,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,8.1,3.7,11.8,11.8,8.1,3.7,11.8,57,26,80,2868,1310,2883,7,24,1,0,4.2,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8,3.6,11.6,11.6,8,3.6,11.6,56,25,84,2832,1275,4434,0,1,1,0,1.7,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.6,3.5,11.1,11.1,7.6,3.5,11.1,53,24,77,2691,1239,3716,3,4,1,0,5.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,34.1,12.3,46.4,46.4,34.1,12.3,46.4,239,86,330,12073,4355,3266,46,24,12,3,8.9,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.9,1.4,5.3,5.3,3.9,1.4,5.3,27,10,36,1381,496,67,0,10,1,0,1.3,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.3,0.9,0.9,0.6,0.3,0.9,4,2,6,212,106,313,1,3,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.3,2.2,8.5,8.5,6.3,2.2,8.5,44,15,57,2231,779,7647,2,9,1,0,4.1,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,6/26/2023,2023,6,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,8,2.9,10.9,10.9,8,2.9,10.9,56,20,78,2832,1027,404,8,16,2,1,4,Amber,Low breach,TRUE
