Hospital,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Portiuncula University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,163,5.8,2.2,8,8,5.8,2.2,8,41,15,54,1969,747,2120,6,13,0,0,4.9,Amber,No breach,TRUE
Sligo University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,281,8.7,4.1,12.8,12.8,8.7,4.1,12.8,61,29,92,2953,1392,3763,4,32,2,0,4.6,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,680,8.8,4.2,13,13,8.8,4.2,13,62,29,91,2987,1426,6030,1,1,0,0,1.9,Green,No breach,TRUE
St Lukes General Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,188,8,3.6,11.6,11.6,8,3.6,11.6,56,25,84,2716,1222,4962,6,2,1,0,6.2,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,523,38.6,12.9,51.5,51.5,38.6,12.9,51.5,270,90,368,13103,4379,4344,48,33,9,2,9.8,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,397,2.9,1.4,4.3,4.3,2.9,1.4,4.3,20,10,29,984,475,92,1,10,0,0,1.1,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,238,102,419,0,2,0,0,1,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,205,6.6,2.8,9.4,9.4,6.6,2.8,9.4,46,20,63,2240,950,10387,8,12,1,0,4.6,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,272,7.3,3.6,10.9,10.9,7.3,3.6,10.9,51,25,78,2478,1222,528,5,20,1,0,4,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,519,45.1,18.3,63.4,63.4,45.1,18.3,63.4,316,128,453,15309,6212,665,46,25,11,2,12.2,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,12/17/2022,2022,12,Saturday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,227,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,22,781,306,2223,0,8,0,0,1.4,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,46,3.3,1.5,4.8,4.8,3.3,1.5,4.8,23,10,33,1120,509,523,4,10,1,0,10.4,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,718,8.5,4.4,12.9,12.9,8.5,4.4,12.9,60,31,86,2885,1494,1726,0,29,1,0,1.8,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,231,5.7,2.6,8.3,8.3,5.7,2.6,8.3,40,18,61,1935,883,4924,0,4,0,0,3.6,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,303,3.5,1.5,5,5,3.5,1.5,5,24,10,34,1188,509,1662,1,5,0,0,1.7,Green,No breach,TRUE
Cork University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,664,31.8,15.5,47.3,47.3,31.8,15.5,47.3,223,108,317,10795,5261,623,9,51,8,2,7.1,Amber,Moderate breach,TRUE
Ennis Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,50,3.9,1.7,5.6,5.6,3.9,1.7,5.6,27,12,40,1324,577,5792,3,6,2,1,11.2,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,663,23.3,8.8,32.1,32.1,23.3,8.8,32.1,163,62,230,7909,2987,2560,11,40,5,1,4.8,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,350,4.4,2,6.4,6.4,4.4,2,6.4,31,14,44,1494,679,724,0,46,0,0,1.8,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,678,12.2,6.6,18.8,18.8,12.2,6.6,18.8,85,46,132,4141,2240,2570,1,16,0,0,2.8,Green,No breach,TRUE
Mayo University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,255,14.8,6.1,20.9,20.9,14.8,6.1,20.9,104,43,140,5024,2071,4857,22,9,3,1,8.2,Red,Low breach,TRUE
Mercy University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,198,2.1,0.9,3,3,2.1,0.9,3,15,6,20,713,306,1896,1,19,0,0,1.5,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,184,7.2,3.2,10.4,10.4,7.2,3.2,10.4,50,22,73,2444,1086,1547,3,2,1,0,5.7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,133,5.3,2.8,8.1,8.1,5.3,2.8,8.1,37,20,59,1799,950,2145,3,3,0,0,6.1,Amber,No breach,TRUE
Naas General Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,178,10.7,4.9,15.6,15.6,10.7,4.9,15.6,75,34,112,3632,1663,1527,12,11,3,1,8.8,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,426,3.1,1.4,4.5,4.5,3.1,1.4,4.5,22,10,33,1052,475,1045,0,14,0,0,1.1,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,184,1.3,0.7,2,2,1.3,0.7,2,9,5,14,441,238,494,0,0,1,0,1.1,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,163,5.4,2,7.4,7.4,5.4,2,7.4,38,14,52,1833,679,2079,4,12,1,0,4.5,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,281,9.7,4.1,13.8,13.8,9.7,4.1,13.8,68,29,93,3293,1392,3777,4,35,1,0,4.9,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,680,11.3,4.4,15.7,15.7,11.3,4.4,15.7,79,31,115,3836,1494,5983,0,4,0,0,2.3,Green,No breach,TRUE
St Lukes General Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,188,8.7,4.4,13.1,13.1,8.7,4.4,13.1,61,31,93,2953,1494,5083,6,2,2,0,7,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,523,31.8,13,44.8,44.8,31.8,13,44.8,223,91,323,10795,4413,4205,27,29,9,3,8.6,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,397,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,27,849,407,93,1,8,1,0,0.9,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,100,0.6,0.3,0.9,0.9,0.6,0.3,0.9,4,2,7,204,102,423,0,2,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,205,7,2.5,9.5,9.5,7,2.5,9.5,49,18,69,2376,849,10373,4,12,1,0,4.6,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,272,6.5,2.9,9.4,9.4,6.5,2.9,9.4,46,20,63,2206,984,538,0,17,1,0,3.5,Green,Low breach,TRUE
University Hospital Limerick,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,519,42.3,21.6,63.9,63.9,42.3,21.6,63.9,296,151,461,14359,7332,664,46,25,22,5,12.3,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/18/2022,2022,12,Sunday,Winter,FALSE,Not a Bank Holiday,TRUE,TRUE,FALSE,227,2,1.1,3.1,3.1,2,1.1,3.1,14,8,22,679,373,2205,0,8,0,0,1.4,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,5.5,2,7.5,7.5,5.5,2,7.5,38,14,53,1867,679,509,4,11,1,0,16.3,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,11.4,4.7,16.1,16.1,11.4,4.7,16.1,80,33,110,3870,1595,1676,0,27,1,0,2.2,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,6.7,3.2,9.9,9.9,6.7,3.2,9.9,47,22,69,2274,1086,4775,5,3,1,0,4.3,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,5.6,2.3,7.9,7.9,5.6,2.3,7.9,39,16,55,1901,781,1700,1,5,1,0,2.6,Green,Low breach,TRUE
Cork University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,33.9,14.5,48.4,48.4,33.9,14.5,48.4,237,102,346,11507,4922,635,12,39,4,1,7.3,Amber,Low breach,TRUE
Ennis Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,5.2,2.3,7.5,7.5,5.2,2.3,7.5,36,16,50,1765,781,5827,5,6,2,0,15,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,27.4,12.9,40.3,40.3,27.4,12.9,40.3,192,90,271,9301,4379,2551,13,37,4,1,6.1,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,6,2.6,8.6,8.6,6,2.6,8.6,42,18,60,2037,883,717,0,46,0,0,2.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,678,18.9,6.9,25.8,25.8,18.9,6.9,25.8,132,48,187,6416,2342,2448,0,17,1,0,3.8,Green,Low breach,TRUE
Mayo University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,255,23.8,10.2,34,34,23.8,10.2,34,167,71,235,8079,3462,4787,28,10,11,2,13.3,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,198,2.7,1,3.7,3.7,2.7,1,3.7,19,7,26,917,339,1939,1,18,0,0,1.9,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,10.5,4.1,14.6,14.6,10.5,4.1,14.6,74,29,100,3564,1392,1521,8,2,1,0,7.9,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,133,7.9,2.9,10.8,10.8,7.9,2.9,10.8,55,20,79,2682,984,2094,13,3,3,1,8.1,Red,Low breach,TRUE
Naas General Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,178,17.2,6.2,23.4,23.4,17.2,6.2,23.4,120,43,170,5839,2105,1529,15,12,5,1,13.1,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,426,3.8,1.9,5.7,5.7,3.8,1.9,5.7,27,13,40,1290,645,1021,0,13,0,0,1.3,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,2,0.9,2.9,2.9,2,0.9,2.9,14,6,20,679,306,519,0,2,0,0,1.6,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,163,6.7,2.8,9.5,9.5,6.7,2.8,9.5,47,20,70,2274,950,2021,2,11,1,0,5.8,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,281,13.8,5.1,18.9,18.9,13.8,5.1,18.9,97,36,132,4684,1731,3811,5,36,2,1,6.7,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,680,16.6,5.8,22.4,22.4,16.6,5.8,22.4,116,41,152,5635,1969,5822,0,1,0,0,3.3,Green,No breach,TRUE
St Lukes General Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,188,12.4,6.2,18.6,18.6,12.4,6.2,18.6,87,43,130,4209,2105,5147,22,8,6,1,9.9,Red,Moderate breach,TRUE
St. Vincent's University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,523,46.9,17,63.9,63.9,46.9,17,63.9,328,119,458,15920,5771,4312,47,31,18,5,12.2,Red,High breach,TRUE
Tallaght University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,397,4.8,1.9,6.7,6.7,4.8,1.9,6.7,34,13,48,1629,645,94,0,11,0,0,1.7,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,100,0.9,0.5,1.4,1.4,0.9,0.5,1.4,6,4,10,306,170,417,0,0,0,0,1.4,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,205,9.6,4.2,13.8,13.8,9.6,4.2,13.8,67,29,97,3259,1426,9935,9,13,1,0,6.7,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,10.3,5.1,15.4,15.4,10.3,5.1,15.4,72,36,110,3496,1731,535,5,21,1,0,5.7,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,57,23.1,80.1,80.1,57,23.1,80.1,399,162,587,19349,7841,689,49,24,12,3,15.4,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,12/19/2022,2022,12,Monday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,3.1,1.3,4.4,4.4,3.1,1.3,4.4,22,9,31,1052,441,2185,0,9,0,0,1.9,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,4.6,1.6,6.2,6.2,4.6,1.6,6.2,32,11,44,1561,543,516,4,10,1,0,13.5,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,11.8,3.9,15.7,15.7,11.8,3.9,15.7,83,27,110,4006,1324,1644,0,29,1,0,2.2,Green,Low breach,TRUE
Cavan General Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,6.6,3.1,9.7,9.7,6.6,3.1,9.7,46,22,66,2240,1052,4883,3,3,1,0,4.2,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,4.6,1.8,6.4,6.4,4.6,1.8,6.4,32,13,46,1561,611,1677,1,5,1,0,2.1,Green,Low breach,TRUE
Cork University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,34.9,15.5,50.4,50.4,34.9,15.5,50.4,244,108,369,11847,5261,637,15,44,7,2,7.6,Amber,Moderate breach,TRUE
Ennis Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,4.4,2.3,6.7,6.7,4.4,2.3,6.7,31,16,46,1494,781,5882,4,6,2,0,13.4,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,28.9,10.8,39.7,39.7,28.9,10.8,39.7,202,76,278,9810,3666,2448,26,41,2,0,6,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,5.2,2,7.2,7.2,5.2,2,7.2,36,14,51,1765,679,730,0,42,0,0,2.1,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,678,19.6,8.6,28.2,28.2,19.6,8.6,28.2,137,60,206,6653,2919,2484,20,20,3,1,4.2,Amber,Low breach,TRUE
Mayo University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,255,20.4,10.7,31.1,31.1,20.4,10.7,31.1,143,75,229,6925,3632,5016,34,10,11,3,12.2,Red,Moderate breach,TRUE
Mercy University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,198,2.6,1.2,3.8,3.8,2.6,1.2,3.8,18,8,26,883,407,1883,1,20,1,0,1.9,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,9.5,3.7,13.2,13.2,9.5,3.7,13.2,66,26,94,3225,1256,1504,3,2,1,0,7.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,133,6.4,3.1,9.5,9.5,6.4,3.1,9.5,45,22,64,2172,1052,2118,4,3,1,0,7.1,Amber,Low breach,TRUE
Naas General Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,178,15.7,6.7,22.4,22.4,15.7,6.7,22.4,110,47,156,5329,2274,1550,14,13,5,1,12.6,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,426,3.4,1.4,4.8,4.8,3.4,1.4,4.8,24,10,35,1154,475,1047,1,12,0,0,1.1,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,184,1.8,0.6,2.4,2.4,1.8,0.6,2.4,13,4,16,611,204,501,0,0,1,0,1.3,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,163,6.4,2.6,9,9,6.4,2.6,9,45,18,66,2172,883,2097,5,12,1,0,5.5,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,281,10.8,4.6,15.4,15.4,10.8,4.6,15.4,76,32,104,3666,1561,3809,4,32,2,1,5.5,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,680,12.6,6.6,19.2,19.2,12.6,6.6,19.2,88,46,135,4277,2240,6117,0,2,0,0,2.8,Green,No breach,TRUE
St Lukes General Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,188,10.8,5.8,16.6,16.6,10.8,5.8,16.6,76,41,115,3666,1969,5047,15,4,4,1,8.8,Red,Low breach,TRUE
St. Vincent's University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,523,40.5,18.9,59.4,59.4,40.5,18.9,59.4,284,132,429,13748,6416,4273,39,31,19,4,11.4,Red,High breach,TRUE
Tallaght University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,397,3.6,1.4,5,5,3.6,1.4,5,25,10,35,1222,475,94,0,9,0,0,1.3,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,100,0.9,0.3,1.2,1.2,0.9,0.3,1.2,6,2,8,306,102,426,0,0,0,0,1.2,Green,No breach,TRUE
Tipperary University Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,205,7.7,3.2,10.9,10.9,7.7,3.2,10.9,54,22,80,2614,1086,9970,6,11,1,0,5.3,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,272,9.3,3.9,13.2,13.2,9.3,3.9,13.2,65,27,91,3157,1324,553,7,20,1,0,4.9,Amber,Low breach,TRUE
University Hospital Limerick,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,519,46.9,22.5,69.4,69.4,46.9,22.5,69.4,328,158,472,15920,7638,664,48,22,18,4,13.4,Red,High breach,TRUE
Wexford General Hospital,synthetic,12/20/2022,2022,12,Tuesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,227,2.9,1,3.9,3.9,2.9,1,3.9,20,7,28,984,339,2122,0,8,0,0,1.7,Green,No breach,TRUE
Bantry General Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,46,4.2,1.9,6.1,6.1,4.2,1.9,6.1,29,13,41,1426,645,523,3,10,2,0,13.3,Red,Low breach,TRUE
Beaumont Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,718,11.2,4.1,15.3,15.3,11.2,4.1,15.3,78,29,107,3802,1392,1665,0,28,0,0,2.1,Green,No breach,TRUE
Cavan General Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,231,7.6,3.2,10.8,10.8,7.6,3.2,10.8,53,22,75,2580,1086,4914,8,4,1,0,4.7,Amber,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,303,4.4,1.5,5.9,5.9,4.4,1.5,5.9,31,10,41,1494,509,1665,1,4,0,0,1.9,Green,No breach,TRUE
Cork University Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,664,34.5,17.2,51.7,51.7,34.5,17.2,51.7,242,120,347,11711,5839,655,14,45,5,1,7.8,Amber,Low breach,TRUE
Ennis Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,50,4.4,1.8,6.2,6.2,4.4,1.8,6.2,31,13,42,1494,611,5845,3,6,1,0,12.4,Red,Low breach,TRUE
Galway University Hospitals,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,663,25.1,12.4,37.5,37.5,25.1,12.4,37.5,176,87,255,8520,4209,2552,19,38,3,1,5.7,Amber,Low breach,TRUE
Letterkenny University Hospital,synthetic,12/21/2022,2022,12,Wednesday,Winter,FALSE,Not a Bank Holiday,FALSE,TRUE,FALSE,350,5.8,2.4,8.2,8.2,5.8,2.4,8.2,41,17,57,1969,815,722,0,48,0,0,2.3,Green,No breach,TRUE
